"Numéro *";"Date de la facture *";"Numéro du devis";"Nom du projet";"Rue du client";"Code postal du client";"Ville du client";"Responsable commercial";"Montant HT *";"Montant TTC *";"Montant TTC du *";"Montant taxe 20.00000%";"Montant taxe 10.00000%";"Montant taxe 5.50000%";"Montant taxe 0.00000%"
230427-CDE-YZY-COMINES-22-04-2023-SYIS517-4285;27/04/2023;CDE-YZY-COMINES-22-04-2023-SYIS517;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;411.10;493.32;"Non payé";82.22;;;
230427-CDE-CERES--PO2304-0038-WNVM488-4284;27/04/2023;CDE-CERES--PO2304-0038-WNVM488;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";10946.00;12872.50;"Non payé";2145.42;;;
230426-COMMANDE-VAPAIR-25-04-2023-JZNQ513-4283;26/04/2023;COMMANDE-VAPAIR-25-04-2023-JZNQ513;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;196.20;235.44;"Non payé";39.24;;;
230426-Cde-Beyond-the-vapes-25-04-2023-BRVW516-4282;26/04/2023;Cde-Beyond-the-vapes-25-04-2023-BRVW516;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";1098.30;1317.96;"Non payé";219.66;;;
230425-PYGPCYHPT-4281;25/04/2023;PYGPCYHPT;"Aeroma prostore";"36 Route de Touvent";24580;"Rouffignac st cernin de reilhac";"Peintures tendances / vapote-market";209.69;249.81;"payé le 25/04/2023";40.12;;;
230425-CDE-CERES--PO2304-0038-WNVM488-4280;25/04/2023;CDE-CERES--PO2304-0038-WNVM488;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";20608.00;24235.01;"Non payé";4039.17;;;
230425-CDE-Phoenix-vape-20-04-2023-RELV508-4279;25/04/2023;CDE-Phoenix-vape-20-04-2023-RELV508;;"Rue des croisettes 2";7850;Enghien;"AFDG SPRL";910.00;910.00;"Non payé";;;;0.00
230425-CDE-VAPAIR-20-04-2023-VTWM507-4278;25/04/2023;CDE-VAPAIR-20-04-2023-VTWM507;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";527.72;633.26;"Non payé";105.54;;;
230420-CDE-CERES--PO2304-0038-WNVM488-4277;20/04/2023;CDE-CERES--PO2304-0038-WNVM488;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";784.00;940.80;"Non payé";156.80;;;
230420-CDE-SMOKAIR-20-04-2023-JSZS510-4276;20/04/2023;CDE-SMOKAIR-20-04-2023-JSZS510;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";299.02;358.82;"Non payé";59.80;;;
230420-CDE-YZY-COMINES-20-04-2023-LDCR506-4275;20/04/2023;CDE-YZY-COMINES-20-04-2023-LDCR506;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;64.00;76.80;"Non payé";12.80;;;
230420-CDE-YZY-MOUVAUX-18-04-2023-RNUL504-4274;20/04/2023;CDE-YZY-MOUVAUX-18-04-2023-RNUL504;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;214.50;257.40;"Non payé";42.90;;;
230419-Cde-Hauts-de-Chanvre-17-04-2023-PAFR501-4273;19/04/2023;Cde-Hauts-de-Chanvre-17-04-2023-PAFR501;;"64 rue Robert Parfait";62840;Laventie;"Hauts de Chanvre";440.00;528.00;"Non payé";88.00;;;
230418-EXTRAVAPE--EXTRAVAPE-EXTRAVAPE--EXTRAVAPE-Epility-4272;18/04/2023;Cde-Epility-05-04-2023-XCSB489;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4176.5;5011.8;"Non payé";835.3;;;
230418-CDE-RONCQ-14-04-23-HSNQ503-4271;18/04/2023;CDE-RONCQ-14-04-23-HSNQ503;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;705.90;847.08;"Non payé";141.18;;;
230413-CDE-SMOKAIR-12-04-2023-GLBH495-4270;13/04/2023;CDE-SMOKAIR-12-04-2023-GLBH495;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";609.00;730.80;"Non payé";121.80;;;
20230413-KLQFGRC-4269;13/04/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1358.64;"payé le 13/04/2023";121.80;;;
230412-CDE-GREENDOT-VAPAIR-07-04-2023-VOQF494-4268;12/04/2023;CDE-GREENDOT-VAPAIR-07-04-2023-VOQF494;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;261.60;313.92;"Non payé";52.32;;;
230411-IMHEOXFOR-4267;11/04/2023;IMHEOXFOR;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";99.09;117.09;"payé le 11/04/2023";18.00;;;
230411-CDE-YZY-RONCQ-03-04-2023-RKPG491-4266;11/04/2023;CDE-YZY-RONCQ-03-04-2023-RKPG491;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;824.35;989.22;"Non payé";164.87;;;
230406-CDE-VAPAIR-05-04-2023-HZLY486-4265;06/04/2023;CDE-VAPAIR-05-04-2023-HZLY486;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";286.65;343.98;"Non payé";57.33;;;
230406-Cde-Mouvaux-05-04-2023-UQOY490-4264;06/04/2023;Cde-Mouvaux-05-04-2023-UQOY490;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;191.00;229.20;"Non payé";38.20;;;
230406-CDE-SMOKAIR-05-04-2023-DIHX487-4263;06/04/2023;CDE-SMOKAIR-05-04-2023-DIHX487;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";947.00;1136.40;"Non payé";189.40;;;
230406-CDE-MAES-28-03-23-PITM479-4262;06/04/2023;CDE-MAES-28-03-23-PITM479;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";3024.00;3024.00;"Non payé";;;;0.00
230405-CDE-VAPAIR-DU-30-03-2023-EQLT483-4261;05/04/2023;CDE-VAPAIR-DU-30-03-2023-EQLT483;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";285.48;342.58;"Non payé";57.10;;;
230405-Cde-ELECCLOPE-03042023-UBTU484-4260;05/04/2023;Cde-ELECCLOPE-03042023-UBTU484;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";408.70;490.44;"Non payé";81.74;;;
230404-CDE-YZY-COMINES-28-03-2023-NNQR485-4259;04/04/2023;CDE-YZY-COMINES-28-03-2023-NNQR485;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1415.02;1698.02;"Non payé";283.00;;;
20230404-NLYAGXT-4258;04/04/2023;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;370.73;"Non payé";283.00;;;
20230404-TPCIKEV-4257;04/04/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1483.21;"payé le 12/04/2023";283.00;;;
230330-Cde-Yzy-Mouvaux--23-03-2023-EGAM476-4256;30/03/2023;Cde-Yzy-Mouvaux--23-03-2023-EGAM476;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1303.00;1563.60;"Non payé";260.60;;;
230330-CDE-ROBOTCLOPE-29-03-2023-GKDQ482-4255;30/03/2023;CDE-ROBOTCLOPE-29-03-2023-GKDQ482;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";630.00;630.00;"Non payé";;;;0.00
230330-CDE-SMOKAIR-29-03-2023-HQVU481-4254;30/03/2023;CDE-SMOKAIR-29-03-2023-HQVU481;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";414.00;496.80;"Non payé";82.80;;;
230330-CDE-BLEUBLANCVAPE-22-03-2023-TGOG474-4253;30/03/2023;CDE-BLEUBLANCVAPE-22-03-2023-TGOG474;;"8 AVENUE NATIONALE La Neuvillette";51100;REIMS;Distrivape;1200.00;1440.00;"Non payé";240.00;;;
20230329-ATLKMZO-4252;29/03/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;2507.62;"payé le 12/04/2023";240.00;;;
230328-Epility--Vape-4251;28/03/2023;Cde-Vape-d-Aur-du-21-03-et-Ajout-du-24-03-OXEZ475;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";3249.2;3899.04;"Non payé";649.84;;;
230328-CDE-70-Jeannette-22-03-2023-IZRW472-4250;28/03/2023;CDE-70-Jeannette-22-03-2023-IZRW472;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";2154.40;2585.28;"Non payé";430.88;;;
230328-Cde-69--Jeannette-02-03-23-AZEU447-4249;28/03/2023;Cde-69--Jeannette-02-03-23-AZEU447;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";272.00;326.40;"Non payé";54.40;;;
230328-CDE-URGENTE-DU-28-03-2023-IGVY480-4248;28/03/2023;CDE-URGENTE-DU-28-03-2023-IGVY480;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;55.60;66.72;"Non payé";11.12;;;
230323-CDE-SAS-GILE--20-03-2023-FEUT470-4247;23/03/2023;CDE-SAS-GILE--20-03-2023-FEUT470;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";1029.40;1235.28;"Non payé";205.88;;;
230323-CDE-SMOKAIR-22-03-2023-RJMO473-4246;23/03/2023;CDE-SMOKAIR-22-03-2023-RJMO473;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";530.00;636.00;"Non payé";106.00;;;
230323-CDE-BELLO-MONDO-21-03-2023-ZPGD471-4245;23/03/2023;CDE-BELLO-MONDO-21-03-2023-ZPGD471;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";252.71;252.71;"Non payé";;;;0.00
230322-CDE-RONQ-20-03-23-COUP469-4244;22/03/2023;CDE-RONQ-20-03-23-COUP469;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;700.70;840.84;"Non payé";140.14;;;
230322-CDE-PHOENIX-VAPE-14-03-2023-ORHI460-4243;22/03/2023;CDE-PHOENIX-VAPE-14-03-2023-ORHI460;;"Rue des croisettes 2";7850;Enghien;"AFDG SPRL";833.00;833.00;"Non payé";;;;0.00
230321-CDE-MOUVAUX-15-03-23-XVEK467-4242;21/03/2023;CDE-MOUVAUX-15-03-23-XVEK467;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;255.90;307.08;"Non payé";51.18;;;
230321-CDE-VAPAIR-14-03-2023-ZJOK461-4241;21/03/2023;CDE-VAPAIR-14-03-2023-ZJOK461;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";838.68;1006.42;"Non payé";167.74;;;
230321-CDE-HERMOSA-16-03-23-VMFT466-4240;21/03/2023;CDE-HERMOSA-16-03-23-VMFT466;;"38 BOULEVARD CARNOT BUREAU 3";59800;LILLE;HERMOSA;609.84;731.81;"Non payé";121.97;;;
230316-CDE-COMINES-13-023-KLGQ463-4239;16/03/2023;CDE-COMINES-13-023-KLGQ463;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;868.90;1042.68;"Non payé";173.78;;;
230316-CDE-SMOKAIR-15-03-23-OAAR465-4238;16/03/2023;CDE-SMOKAIR-15-03-23-OAAR465;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";726.00;871.20;"Non payé";145.20;;;
230316-Cde-69--Jeannette-02-03-23-AZEU447-4237;16/03/2023;Cde-69--Jeannette-02-03-23-AZEU447;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";3065.34;3678.41;"Non payé";613.07;;;
230316-CDE-BEYOND-08-03-2023-TGBR456-4236;16/03/2023;CDE-BEYOND-08-03-2023-TGBR456;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";7939.80;9527.76;"Non payé";1587.96;;;
20230316-WWIXYBD-4235;16/03/2023;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;2540.16;"Non payé";1587.96;;;
20230316-RSFBYTL-4234;16/03/2023;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;32067.94;"Non payé";1587.96;;;
20230315-ZKIKZWR-4233;15/03/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;1140.48;"payé le 13/04/2023";1587.96;;;
230315-UEJPXKOWZ-4232;15/03/2023;UEJPXKOWZ;"Aeroma prostore";-;-;-;"SAFLOG / Chrystelle BORGHI";106.09;125.49;"payé le 15/03/2023";19.40;;;
230314-EPILITY-JAPAFLO-Vapedaur-4231;14/03/2023;BDC-Vapedaur-10-03-23-SNNC457;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";1121.4;1345.68;"Non payé";224.28;;;
230314-CDE-YZY-RONCQ-08-03-KXFV455-4230;14/03/2023;CDE-YZY-RONCQ-08-03-KXFV455;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;466.00;559.20;"Non payé";93.20;;;
230314-Cde-Ceres-PO02303-0025-du-02-03-HXXU444-4229;14/03/2023;Cde-Ceres-PO02303-0025-du-02-03-HXXU444;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";12607.00;14825.83;"Non payé";2470.97;;;
230309-CDE-YZY-MOUVAUX-08-03-DIAK454-4228;09/03/2023;CDE-YZY-MOUVAUX-08-03-DIAK454;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;78.50;94.20;"Non payé";15.70;;;
230309-EPILITY-JAPAFLO-GVML-FANVAP-complem-4227;09/03/2023;Cde-complem--urg-28-02-LAWN442;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4718.6;5662.32;"Non payé";943.72;;;
230309-CDE-SMOKAIR-08-02-WQPH453-4226;09/03/2023;CDE-SMOKAIR-08-02-WQPH453;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";857.50;1029.00;"Non payé";171.50;;;
230308-Cde-du-08-03-JIPP452-4225;08/03/2023;Cde-du-08-03-JIPP452;;"93 rue LEON GAMBETTA";59800;LILLE;"LA NATURE A DU GENIE";326.40;391.68;"Non payé";65.28;;;
230306-Cde-Apyscor-15-02-PSXW439-4224;06/03/2023;Cde-Apyscor-15-02-PSXW439;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";18073.80;18073.80;"Non payé";;;;0.00
230306-BDC-VYST445-2023-445-4223;06/03/2023;BDC-VYST445-2023-445;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;31.50;37.80;"Non payé";6.30;;;
230302-Vap-Air-24-02-LQSP437-4222;02/03/2023;Vap-Air-24-02-LQSP437;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";710.08;852.10;"Non payé";142.02;;;
230301-CDE-GREENDOT-ALTERNACIG-27-02-DZPU440-4221;01/03/2023;CDE-GREENDOT-ALTERNACIG-27-02-DZPU440;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;363.59;436.31;"Non payé";72.72;;;
20230301-QDXDBCZ-4220;01/03/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;2717.80;"payé le 02/03/2023";72.72;;;
20230301-CCGWWVK-4219;01/03/2023;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;370.73;"Non payé";72.72;;;
230301-Cde-Apyscor-15-02-PSXW439-4218;01/03/2023;Cde-Apyscor-15-02-PSXW439;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";4033.80;4033.80;"Non payé";;;;0.00
230301-Commande-Pharma-Hotel-dieu-DUMY433-4217;01/03/2023;Commande-Pharma-Hotel-dieu-DUMY433;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";141.42;169.70;"Non payé";28.28;;;
230301-CDE-SMOKAIR-28-02-QUKX441-4216;01/03/2023;CDE-SMOKAIR-28-02-QUKX441;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";1730.00;2076.00;"Non payé";346.00;;;
230228-CDE-YZY-MVX-10-02-23-HDNW443-4215;28/02/2023;CDE-YZY-MVX-10-02-23-HDNW443;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1449.40;1739.28;"Non payé";289.88;;;
230228-CDE-YZY-RONCQ-22-02-SYOT436-4214;28/02/2023;CDE-YZY-RONCQ-22-02-SYOT436;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1069.00;1282.80;"Non payé";213.80;;;
230228-Cde-Apyscor-15-02-PSXW439-4213;28/02/2023;Cde-Apyscor-15-02-PSXW439;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";9320.40;9320.40;"Non payé";;;;0.00
20230228-EHJLRGS-4212;28/02/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;8377.68;"payé le 14/03/2023";;;;0.00
20230228-SDKRFRD-4211;28/02/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;96.00;"payé le 02/03/2023";;;;0.00
230228-Cde-Vapair-21-02-HMGA431-4210;28/02/2023;Cde-Vapair-21-02-HMGA431;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";450.90;541.08;"Non payé";90.18;;;
230223-CDE-LEVAPOTEUR-15-02-SIHL420-4209;23/02/2023;CDE-LEVAPOTEUR-15-02-SIHL420;;"RUE du Gravier 23";4032;Chênée;"LE VAPOTEUR";2500.00;2500.00;"Non payé";;;;0.00
230222-BDC-ZICU415-2023-415-4208;22/02/2023;BDC-ZICU415-2023-415;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";4002.66;4803.19;"Non payé";800.53;;;
20230221-ZAMFREK-4207;21/02/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;642.24;"payé le 23/02/2023";800.53;;;
230221-CDE-Bleublanc-vape-du-07-02-BIOS411-4206;21/02/2023;CDE-Bleublanc-vape-du-07-02-BIOS411;;"8 AVENUE NATIONALE La Neuvillette";51100;REIMS;Distrivape;600.00;720.00;"Non payé";120.00;;;
230221-CDE-BELLO-MONDO-15-02-QSZD421-4205;21/02/2023;CDE-BELLO-MONDO-15-02-QSZD421;;"HELSTSTRAAT 150-159 CP 26";2630;AARTSELAAR;"Bello Mondo";230.71;230.71;"Non payé";;;;0.00
230221-CDE-VANAKKAM16-02-MZIK424-4204;21/02/2023;CDE-VANAKKAM16-02-MZIK424;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;139.85;167.82;"Non payé";27.97;;;
230221-BDC-ZICU415-2023-415-4203;21/02/2023;BDC-ZICU415-2023-415;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";2300.87;2761.04;"Non payé";460.17;;;
230221-CDE-ISI-20-02-YYRS429-4202;21/02/2023;CDE-ISI-20-02-YYRS429;;"11 impasse du Docteur Fléming";62221;Noyelles-sous-lens;"SARL Wat Presse";468.00;561.60;"Non payé";93.60;;;
230221-EPILITY13-VAPE-FANVAP-AOVP427-AABU423-4201;21/02/2023;BDC-AABU423-2023-423;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";5196.2;6235.44;"Non payé";1039.24;;;
230221-CZNDRMCDI-4200;21/02/2023;CZNDRMCDI;"Aeroma prostore";;;;"Ovelacque Anita";159.09;189.09;"payé le 21/02/2023";30.00;;;
230216-BDC-QRUQ408-2023-408-4199;16/02/2023;BDC-QRUQ408-2023-408;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";16614.00;19538.06;"Non payé";3256.34;;;
230216-BDC-STJZ317-2022-317-4198;16/02/2023;BDC-STJZ317-2022-317;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";3140.00;3768.00;"Non payé";628.00;;;
230216-CDE-SMOKAIR-15-02-WKTE422-4197;16/02/2023;CDE-SMOKAIR-15-02-WKTE422;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";2384.00;2860.80;"Non payé";476.80;;;
230215-BDC-AKVT416-2023-416-4196;15/02/2023;BDC-AKVT416-2023-416;;"26 Bénihel";35550;"Saint Just";Feerosa;2030.28;2436.34;"Non payé";406.06;;;
230215-BDC-OLDG418-2023-418-4195;15/02/2023;BDC-OLDG418-2023-418;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;195.50;234.60;"Non payé";39.10;;;
230209-BDC-THQC410-2023-410-4194;09/02/2023;BDC-THQC410-2023-410;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";281.97;338.36;"Non payé";56.39;;;
230209-BDC-YVVA414-2023-414-4193;09/02/2023;BDC-YVVA414-2023-414;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;885.40;1062.48;"Non payé";177.08;;;
230208-cde--Ciklop-du-07-02-2023-GWIP413-4192;08/02/2023;cde--Ciklop-du-07-02-2023-GWIP413;;"126 RUE LEO BAEKELAND";85290;"MORTAGNE SUR SEVRE";"CI-KLOP HOLDING";521.00;625.20;"Non payé";104.20;;;
230208-Cde-Bouddha-07-02-NJVK412-4191;08/02/2023;Cde-Bouddha-07-02-NJVK412;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";356.20;427.44;"Non payé";71.24;;;
20230207-JFVYMKH-4190;07/02/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;5740.54;"payé le 08/02/2023";71.24;;;
20230207-TBZTBWI-4189;07/02/2023;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;370.73;"Non payé";71.24;;;
230202-BDC-XHQQ368-2023-368-4188;02/02/2023;BDC-XHQQ368-2023-368;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";583.20;583.20;"Non payé";;;;0.00
230202-BDC-AELH409-2023-409-4187;02/02/2023;BDC-AELH409-2023-409;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;597.50;717.00;"Non payé";119.50;;;
230201-BDC-FZXB406-2023-406-4186;01/02/2023;BDC-FZXB406-2023-406;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;31.00;37.20;"Non payé";6.20;;;
230201-BDC-MMIN395-2023-395-4185;01/02/2023;BDC-MMIN395-2023-395;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1472.35;1766.82;"Non payé";294.47;;;
230201-BDC-UFQF393-2023-393-4184;01/02/2023;BDC-UFQF393-2023-393;;"57 MONTEE DE SAINT-MENET Zone Industrielle Delta";13011;Marseille;"SAS Gile";1323.30;1587.96;"Non payé";264.66;;;
230201-BDC-HZVS380-2023-380-4183;01/02/2023;BDC-HZVS380-2023-380;;"57 Montée de Saint Menet";13011;Marseille;"MARIE JEANNE";3125.39;3750.47;"Non payé";625.08;;;
230201-BDC-JOCW405-2023-405-4182;01/02/2023;BDC-JOCW405-2023-405;;"rue de Robiano 3";7130;BINCHE;"Robot Clope";864.00;864.00;"Non payé";;;;0.00
230201-BDC-LQQB407-2023-407-4181;01/02/2023;BDC-LQQB407-2023-407;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";703.50;844.20;"Non payé";140.70;;;
20230201-MQCNMCP-4180;01/02/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;14256.00;"payé le 31/01/2023";140.70;;;
230131-COGEHHFTX-4179;31/01/2023;COGEHHFTX;Greendot;"163 PLACE JEAN JAURES";62110;"HENIN BEAUMONT";"SAS ALTERNACIG";309.09;370.91;"Non payé";61.82;;;
230131-TTTMYUBYT-4178;31/01/2023;TTTMYUBYT;Greendot;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";465.69;558.83;"Non payé";93.14;;;
230130-IPIU404-SWAL403-ZTZD400-ECVH399-VEVR398-QIWN397-4177;30/01/2023;BDC-QIWN397-2023-397;;"39 BIS AVENUE DE PARIS";51100;REIMS;"SAS CIGAGESTION";4559.82;5471.784;"Non payé";911.964;;;
230126-BDC-XHQQ368-2023-368-4176;26/01/2023;BDC-XHQQ368-2023-368;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";1063.80;1063.80;"Non payé";;;;0.00
20230126-ZLGSSQA-4175;26/01/2023;;;"INDUSTRIASSE 40";53909;ZUELPICH;"TAKASAGO  EUROPE  GMBH";;350.00;"Non payé";;;;0.00
230126-BDC-RPQO396-2023-396-4174;26/01/2023;BDC-RPQO396-2023-396;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;300.40;360.48;"Non payé";60.08;;;
230126-BDC-HLYH386-2023-386-4173;26/01/2023;BDC-HLYH386-2023-386;;"10F Rue de la Retardais";35000;Rennes;"Culture Vap - Beyond the vapes";10815.45;12978.54;"Non payé";2163.09;;;
230125-BDC-XHQQ368-2023-368-4172;25/01/2023;BDC-XHQQ368-2023-368;;"Avenue Zenobe Gramme 5";1480;Saintes;"ETS JF Maes";5043.60;5043.60;"Non payé";;;;0.00
230124-BDC-RDOK394-2023-394-4171;24/01/2023;BDC-RDOK394-2023-394;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;63.10;75.72;"Non payé";12.62;;;
230124-BDC-RGDN389-2023-389-4170;24/01/2023;BDC-RGDN389-2023-389;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;1895.25;2274.30;"Non payé";379.05;;;
230123-BDC-LMDP392-2023-392-4169;23/01/2023;BDC-LMDP392-2023-392;;"76bis, Rue Franklin Roosevelt";59420;Mouvaux;HPFI;273.50;328.20;"Non payé";54.70;;;
230119-BDC-LWIZ364-2023-364-4168;19/01/2023;BDC-LWIZ364-2023-364;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";16224.00;19079.42;"Non payé";3179.90;;;
230119-BDC-JLXR388-2023-388-4167;19/01/2023;BDC-JLXR388-2023-388;;"11 Rue de Suzanne";80000;"La Motte-Warfusee";Sativatech;129.24;155.09;"Non payé";25.85;;;
230119-BDC-KCST391-2023-391-4166;19/01/2023;BDC-KCST391-2023-391;;"4 RUE DE L EGLISE";59114;STEENVOORDE;"SMOK'AIR STORE";910.12;1092.14;"Non payé";182.02;;;
230119-BDC-IYBS387-2023-387-4165;19/01/2023;BDC-IYBS387-2023-387;;"46 RUE GARIBALDI";76300;"SOTTEVILLE LES ROUEN";"Elec clope";291.82;350.18;"Non payé";58.36;;;
230118-BDC-LWIZ364-2023-364-4164;18/01/2023;BDC-LWIZ364-2023-364;;"18 CHEMIN DU TISON";86000;POITIERS;"Laboratoire Cérès";635.00;746.76;"Non payé";124.46;;;
230118-BDC-BYDA390-2023-390-4163;18/01/2023;BDC-BYDA390-2023-390;;"15 rue Roger Bouvry";59213;SECLIN;"ALTERNA DJC (VAP AIR)";140.00;168.00;"Non payé";28.00;;;
230117-BDC-OYHH325-2022-325-4162;17/01/2023;BDC-OYHH325-2022-325;;"11 Rue de Suzanne";80000;"La Motte-Warfusee";Sativatech;61.20;73.44;"Non payé";12.24;;;
20230116-MYELASN-4161;16/01/2023;;;"1 BIS RUE DU METZ";59800;LILLE;SWA;;5614.78;"payé le 31/01/2023";12.24;;;
20230116-WMKKFFO-4160;16/01/2023;;;"1 bis rue du Metz";59800;Lille;"L'Effet Domino";;940.30;"Non payé";12.24;;;
20230116-JRJUXNZ-4159;16/01/2023;;;"12 RUE DE CANNES";59000;LILLE;"Elican Biotech";;741.46;"Non payé";12.24;;;
